1800,69,69,0,0,0,-9999999,-9999999,0
1801,73,73,0,0,0,-9999999,-9999999,0
1802,79,79,0,0,0,-9999999,-9999999,0
1803,81,81,0,0,0,-9999999,-9999999,0
1804,91,91,0,0,0,-9999999,-9999999,0
1805,93,93,0,0,0,-9999999,-9999999,0
1806,91,91,0,0,0,-9999999,-9999999,0
1807,103,103,0,0,0,-9999999,-9999999,0
1808,107,107,0,0,0,-9999999,-9999999,0
1809,110,110,0,0,0,-9999999,-9999999,0
1810,114,114,0,0,0,-9999999,-9999999,0
1811,122,122,0,0,0,-9999999,-9999999,0
1812,132,132,0,0,0,-9999999,-9999999,0
1813,142,142,0,0,0,-9999999,-9999999,0
1814,153,153,0,0,0,-9999999,-9999999,0
1815,164,164,0,0,0,-9999999,-9999999,0
1816,181,181,0,0,0,-9999999,-9999999,0
1817,196,196,0,0,0,-9999999,-9999999,0
1818,213,213,0,0,0,-9999999,-9999999,0
1819,208,208,0,0,0,-9999999,-9999999,0
1820,216,216,0,0,0,-9999999,-9999999,0
1821,226,226,0,0,0,-9999999,-9999999,0
1822,236,236,0,0,0,-9999999,-9999999,0
1823,246,246,0,0,0,-9999999,-9999999,0
1824,277,277,0,0,0,-9999999,-9999999,0
1825,310,310,0,0,0,-9999999,-9999999,0
1826,359,359,0,0,0,-9999999,-9999999,0
1827,395,395,0,0,0,-9999999,-9999999,0
1828,435,435,0,0,0,-9999999,-9999999,0
1829,490,490,0,0,0,-9999999,-9999999,0
1830,570,570,0,0,0,-9999999,-9999999,0
1831,618,618,0,0,0,-9999999,-9999999,0
1832,825,825,0,0,0,-9999999,-9999999,0
1833,963,963,0,0,0,-9999999,-9999999,0
1834,923,923,0,0,0,-9999999,-9999999,0
1835,1178,1178,0,0,0,-9999999,-9999999,0
1836,1291,1291,0,0,0,-9999999,-9999999,0
1837,1448,1448,0,0,0,-9999999,-9999999,0
1838,1373,1373,0,0,0,-9999999,-9999999,0
1839,1506,1506,0,0,0,-9999999,-9999999,0
1840,1603,1603,0,0,0,-9999999,-9999999,0
1841,1696,1696,0,0,0,-9999999,-9999999,0
1842,1888,1888,0,0,0,-9999999,-9999999,0
1843,2119,2119,0,0,0,-9999999,-9999999,0
1844,2540,2540,0,0,0,-9999999,-9999999,0
1845,3058,3058,0,0,0,-9999999,-9999999,0
1846,3469,3469,0,0,0,-9999999,-9999999,0
1847,4113,4113,0,0,0,-9999999,-9999999,0
1848,4581,4581,0,0,0,-9999999,-9999999,0
1849,4973,4973,0,0,0,-9999999,-9999999,0
1850,5402,5402,0,0,0,-9999999,-9999999,0
1851,6723,6723,0,0,0,-9999999,-9999999,0
1852,7312,7312,0,0,0,-9999999,-9999999,0
1853,8232,8232,0,0,0,-9999999,-9999999,0
1854,9050,9050,0,0,0,-9999999,-9999999,0
1855,10415,10415,0,0,0,-9999999,-9999999,0
1856,10927,10927,0,0,0,-9999999,-9999999,0
1857,11205,11205,0,0,0,-9999999,-9999999,0
1858,11367,11367,0,0,0,-9999999,-9999999,0
1859,12369,12369,0,0,0,-9999999,-9999999,0
1860,12947,12891,55,0,0,-9999999,-9999999,0
1861,12467,12232,235,0,0,-9999999,-9999999,0
1862,12950,12610,341,0,0,-9999999,-9999999,0
1863,14959,14668,291,0,0,-9999999,-9999999,0
1864,16009,15773,236,0,0,-9999999,-9999999,0
1865,16054,15775,279,0,0,-9999999,-9999999,0
1866,16166,15765,401,0,0,-9999999,-9999999,0
1867,19887,19513,373,0,0,-9999999,-9999999,0
