1792,128,128,0,0,0,-9999999
1793,131,131,0,0,0,-9999999
1794,121,121,0,0,0,-9999999
1795,122,122,0,0,0,-9999999
1796,146,146,0,0,0,-9999999
1797,150,150,0,0,0,-9999999
1798,157,157,0,0,0,-9999999
1799,171,171,0,0,0,-9999999
1800,217,217,0,0,0,-9999999
1801,146,146,0,0,0,-9999999
1802,151,151,0,0,0,-9999999
1803,146,146,0,0,0,-9999999
1804,275,275,0,0,0,-9999999
1805,284,284,0,0,0,-9999999
1806,256,256,0,0,0,-9999999
1807,734,734,0,0,0,-9999999
1808,245,245,0,0,0,-9999999
1809,254,254,0,0,0,-9999999
1810,267,267,0,0,0,-9999999
1811,253,253,0,0,0,-9999999
1812,249,249,0,0,0,-9999999
1813,243,243,0,0,0,-9999999
1814,241,241,0,0,0,-9999999
1815,281,281,0,0,0,-9999999
1816,651,651,0,0,0,-9999999
1817,923,923,0,0,0,-9999999
1818,964,964,0,0,0,-9999999
1819,894,894,0,0,0,-9999999
1820,923,923,0,0,0,-9999999
1821,964,964,0,0,0,-9999999
1822,991,991,0,0,0,-9999999
1823,1101,1101,0,0,0,-9999999
1824,882,882,0,0,0,-9999999
1825,1184,1184,0,0,0,-9999999
1826,1143,1143,0,0,0,-9999999
1827,1239,1239,0,0,0,-9999999
1828,1239,1239,0,0,0,-9999999
1829,991,991,0,0,0,-9999999
1830,1308,1308,0,0,0,-9999999
1831,1253,1253,0,0,0,-9999999
1832,941,941,0,0,0,-9999999
1833,1195,1195,0,0,0,-9999999
1834,1204,1204,0,0,0,-9999999
1835,1346,1346,0,0,0,-9999999
1836,1417,1417,0,0,0,-9999999
1837,1624,1624,0,0,0,-9999999
1838,1810,1810,0,0,0,-9999999
1839,1916,1916,0,0,0,-9999999
1840,2504,2504,0,0,0,-9999999
1841,2606,2606,0,0,0,-9999999
1842,2970,2970,0,0,0,-9999999
1843,2811,2811,0,0,0,-9999999
1844,2970,2970,0,0,0,-9999999
1845,3442,3442,0,0,0,-9999999
1846,3599,3599,0,0,0,-9999999
1847,3777,3777,0,0,0,-9999999
1848,3501,3501,0,0,0,-9999999
1849,3718,3718,0,0,0,-9999999
1850,4132,4132,0,0,0,-9999999
1851,4604,4604,0,0,0,-9999999
1852,5233,5233,0,0,0,-9999999
1853,5666,5666,0,0,0,-9999999
1854,6650,6650,0,0,0,-9999999
