1976,71935,50956,17314,626,2543,496,0.11,543
1977,76098,53547,18711,677,2592,571,0.12,600
1978,77201,52696,20556,748,2660,541,0.12,586
1979,80963,54486,22561,827,2484,605,0.12,614
1980,85633,59528,22701,679,2407,318,0.12,673
1981,92402,63440,24485,787,2823,867,0.13,462
1982,95347,64290,25766,1190,3060,1041,0.13,444
1983,103264,70141,27066,1431,3448,1178,0.14,501
1984,105841,69832,28959,1684,3948,1419,0.14,570
1985,116355,76407,31867,1965,4492,1625,0.15,540
1986,124781,82404,33258,2814,4950,1355,0.16,600
1987,133210,88041,34845,3487,5029,1809,0.16,730
1988,143868,95677,36467,4150,5535,2039,0.17,904
1989,157897,102451,41134,5054,6256,3003,0.18,774
1990,168845,110562,43168,5758,6664,2694,0.19,737
1991,179490,118564,45421,6431,6936,2138,0.2,723
1992,190643,124106,51325,7439,6800,973,0.21,735
1993,197354,130654,51004,7368,7318,1010,0.21,684
1994,208544,137471,54300,7915,7752,1107,0.22,547
1995,221315,142299,59029,10658,8432,898,0.23,551
1996,240612,152186,66365,10848,10200,1014,0.24,556
1997,250255,159191,66649,12561,10880,974,0.25,560
1998,255310,158106,71750,12990,11560,904,0.25,564
1999,271548,169087,77852,11549,12240,820,0.26,1292
2000,281389,172812,82834,11974,12920,849,0.27,1596
2001,283925,175588,81284,11891,14280,880,0.27,2017
2002,287499,180571,77675,12864,15640,749,0.26,1962
2003,299863,188804,80134,13643,16728,554,0.27,2073
2004,314786,202101,80954,13533,17680,519,0.28,2409
2005,333396,217636,81814,13766,19720,460,0.29,2822
2006,355527,233351,86420,13494,21760,502,0.31,3402
2007,383858,254139,91557,14382,23120,660,0.33,3954
2008,427701,274747,110009,17207,25160,577,0.36,3740
2009,474133,296815,124035,24883,27880,520,0.39,4035
2010,468964,298209,112969,27357,29920,509,0.38,4035
2011,502257,330199,113915,24937,32640,567,0.4,4035
2012,550451,372453,119399,21312,36720,567,0.44,4035
2013,554882,362676,125763,27784,38080,579,0.43,4405
2014,610411,407077,140199,25278,37400,457,0.47,4396
